city,temperature,female%
Mohave County_US,307.83,50.0
Scottsdale_US,307.8,100.0
Mesa_US,307.65999999999997,57.142857142857146
Riverside County_US,307.52,50.0
Paradise_US,306.27,100.0
Madera County_US,306.02,50.0
Fresno_US,305.78,100.0
Sacramento County_US,305.135,100.0
Elk Grove_US,305.065,50.0
Kern County_US,304.8752631578947,57.89473684210526
